text,labels
During this week He remained polite under pressure for our team.,polite
In this project. the tone feels chaotic. the tone feels concerned for this case.,"drama,worried"
During this week the tone is stiff right now.,tensed
In today's discussion They started a fight over a small issue right now.,fight
In this situation I love how you supported me today for this release.,love
In this situation We remain hopeful about recovery for this case.,hopeful
During this week the tone is peaceful for this release.,calm
In today's discussion I feel calm after the clarification right now.,calm
During this week the tone is affection for our team.,love
In today's discussion I am hopeful that this will improve for this release.,hopeful
From my perspective the tone is conflict for our team.,fight
During this week. Your words were sweet and comforting. the tone feels stressed. I love how you supported me today for this release.,"love,stressed,sweet"
In today's discussion I am furious about the repeated failures and delays for our team.,anger
During this week The argument escalated into a fight today.,fight
From my perspective This event was emotional and overwhelming for this release.,emotional
In today's discussion the tone is worried today.,worried
From my perspective He remained polite under pressure today.,polite
In this situation. the tone feels dramatic. This makes me worried and uncertain for this case.,"drama,worried"
In this situation She stayed calm during the crisis for this case.,calm
In this situation the tone is uncertain for our team.,worried
During this week This makes me worried and uncertain for this release.,worried
During this week We are thankful and grateful for your help right now.,grateful
In today's discussion I feel sick and weak today for this release.,sick
During this week the tone is anxious today.,worried
In this situation. the tone feels fed up. the tone feels cherish. This event was emotional and overwhelming for this release.,"emotional,frustrated,love"
In this situation. This update is confusing and incomplete. Thank you for the polite response today.,"confused,polite"
In this situation I became emotional while reading this today.,emotional
From my perspective. the tone feels excited. the tone feels fight for this case.,"fight,joy"
From my perspective I am tensed and cannot relax for this release.,tensed
In this situation the tone is romantic for this case.,love
During this week. the tone feels adorable. the tone feels good right now.,"nice,sweet"
From my perspective. the tone feels settled. There is constant drama around this issue. the tone feels uncertain right now.,"calm,drama,worried"
During this week This workload is stressful and draining right now.,stressed
From my perspective I am worried about the final result for our team.,worried
During this week the tone is worried today.,worried
During this week the tone is pain right now.,sick
From my perspective the tone is emotional right now.,emotional
In today's discussion This workload is stressful and draining for this case.,stressed
In this situation. the tone feels emotional. You handled this in a very nice way. the tone feels gentle for this case.,"emotional,nice,sweet"
In today's discussion the tone is expecting right now.,hopeful
In today's discussion. the tone feels drama. the tone feels annoyed. the tone feels respectful for this case.,"anger,drama,polite"
From my perspective This workload is stressful and draining today.,stressed
From my perspective. the tone feels cherish. the tone feels respectful. the tone feels overloaded for this release.,"love,polite,stressed"
From my perspective This process is frustrating and slow for this release.,frustrated
In this project. the tone feels threat. the tone feels thank you for this release.,"fear,polite"
During this week the tone is puzzled right now.,confused
In this situation the tone is joy today.,joy
During this week This result brings joy and excitement today.,joy
In this project the tone is emotional today.,emotional
In this project. the tone feels fed up. the tone feels concerned today.,"frustrated,worried"
In today's discussion the tone is sorrow today.,sad
During this week. This workload is stressful and draining. the tone feels clash for this release.,"fight,stressed"
From my perspective the tone is nice for this case.,nice
In this situation This result brings joy and excitement for this release.,joy
In today's discussion Your words were sweet and comforting for our team.,sweet
In today's discussion. This update is confusing and incomplete. This makes me angry and I want immediate action for this case.,"anger,confused"
In this project This makes me worried and uncertain for this release.,worried
In this situation. the tone feels depressed. the tone feels pressured. This makes me angry and I want immediate action for this case.,"anger,depressed,tensed"
In this project I am frustrated by repeated blockers for our team.,frustrated
In this situation. the tone feels appreciate. the tone feels adorable for this case.,"grateful,sweet"
From my perspective the tone is pain for this case.,sick
In this project Thank you for the polite response for this release.,polite
From my perspective. I am scared this situation may get worse. I am confused by conflicting instructions for our team.,"confused,fear"
In today's discussion I am stressed by constant pressure for our team.,stressed
During this week the tone is dramatic for this case.,drama
In this project the tone is expecting for this case.,hopeful
In this situation the tone is concerned for our team.,worried
During this week This week feels depressing and heavy for this release.,depressed
In this situation The patient looks sick and tired for this release.,sick
During this week the tone is adore for our team.,love
In this project. You handled this in a very nice way. This is a painful and sad moment. the tone feels tense right now.,"nice,sad,tensed"
From my perspective the tone is adorable for this case.,sweet
In this situation I am confused by conflicting instructions right now.,confused
In this situation Your words were sweet and comforting for this release.,sweet
In this situation This process is frustrating and slow for this case.,frustrated
From my perspective the tone is blocked for this case.,frustrated
During this week the tone is annoyed for this release.,anger
In this project This result brings joy and excitement for our team.,joy
From my perspective. the tone feels panic. I am hopeful that this will improve today.,"fear,hopeful"
During this week the tone is scared for our team.,fear
From my perspective We are thankful and grateful for your help for our team.,grateful
During this week We are thankful and grateful for your help right now.,grateful
In this situation He remained polite under pressure for this release.,polite
During this week the tone is mad for this case.,anger
In today's discussion This makes me worried and uncertain for this case.,worried
From my perspective I am scared this situation may get worse for our team.,fear
From my perspective Thank you for the polite response for our team.,polite
From my perspective. the tone feels kindhearted. the tone feels fed up today.,"frustrated,sweet"
In this project the tone is nausea right now.,sick
From my perspective There is constant drama around this issue today.,drama
During this week the tone is drama for this case.,drama
In today's discussion I am worried about the final result today.,worried
In today's discussion I became emotional while reading this right now.,emotional
During this week This is a painful and sad moment today.,sad
In this project The discussion turned into unnecessary drama right now.,drama
During this week. This process is frustrating and slow. They started a fight over a small issue. There is constant drama around this issue for this release.,"drama,fight,frustrated"
From my perspective This week feels depressing and heavy for this case.,depressed
In this situation the tone is scared for this release.,fear
During this week the tone is mad for our team.,anger
In this situation the tone is adore today.,love
In this project There is fear about what could happen next for this release.,fear
In today's discussion You handled this in a very nice way right now.,nice
In this situation. the tone feels intense. This result brings joy and excitement for this release.,"emotional,joy"
In this situation I felt pure joy after hearing the news for this case.,joy
In this project. This workload is stressful and draining. I became emotional while reading this. You handled this in a very nice way for this case.,"emotional,nice,stressed"
During this week the tone is emotional today.,emotional
From my perspective the tone is deeply moved for this release.,emotional
From my perspective This makes me worried and uncertain for this release.,worried
In this project There is fear about what could happen next today.,fear
In today's discussion the tone is overreaction for this case.,drama
During this week the tone is pressured for our team.,tensed
From my perspective I love how you supported me today for this release.,love
During this week the tone is appreciate for this release.,grateful
In today's discussion There is fear about what could happen next for our team.,fear
In this project There is fear about what could happen next for this release.,fear
From my perspective I felt pure joy after hearing the news today.,joy
In today's discussion They started a fight over a small issue right now.,fight
In this project the tone is respectful today.,polite
In this situation. the tone feels sick. the tone feels unhappy for this release.,"sad,sick"
In today's discussion. the tone feels blessed. This result brings joy and excitement. This makes me worried and uncertain right now.,"grateful,joy,worried"
In today's discussion the tone is argue for our team.,fight
From my perspective There is constant drama around this issue for this release.,drama
During this week. The patient looks sick and tired. You handled this in a very nice way. the tone feels unhappy today.,"nice,sad,sick"
From my perspective the tone is strained for this case.,tensed
During this week This update is confusing and incomplete for this release.,confused
From my perspective the tone is threat for our team.,fear
In this situation the tone is hopeless for this release.,depressed
In this situation I am hopeful that this will improve for our team.,hopeful
In this project the tone is lost for this release.,confused
In this project I am worried about the final result for our team.,worried
In this project I feel sick and weak today for this case.,sick
In this situation the tone is mad today.,anger
In this project the tone is clash today.,fight
In this situation You handled this in a very nice way for this case.,nice
During this week I am confused by conflicting instructions for this case.,confused
In today's discussion This process is frustrating and slow for this release.,frustrated
During this week the tone is sorrow for this release.,sad
In today's discussion the tone is unhappy right now.,sad
In this situation The argument escalated into a fight right now.,fight
In today's discussion I am scared this situation may get worse right now.,fear
From my perspective the tone is expecting for this case.,hopeful
From my perspective I am tensed and cannot relax for our team.,tensed
In today's discussion the tone is outraged for this release.,anger
In this project They started a fight over a small issue for our team.,fight
In this project. the tone feels indebted. the tone feels uncertain today.,"grateful,worried"
During this week I am scared this situation may get worse for this case.,fear
In today's discussion There is fear about what could happen next right now.,fear
In this situation I am tensed and cannot relax today.,tensed
During this week They started a fight over a small issue for this release.,fight
In today's discussion This process is frustrating and slow for this case.,frustrated
In this project the tone is intense for this release.,emotional
In this situation the tone is please for this release.,polite
From my perspective the tone is sick today.,sick
During this week I feel deeply sad about this loss for this release.,sad
During this week the tone is affection for this case.,love
From my perspective I feel deeply sad about this loss today.,sad
During this week. The argument escalated into a fight. the tone feels blessed. the tone feels emotional today.,"emotional,fight,grateful"
In this project the tone is happy for our team.,joy
In today's discussion the tone is helpful today.,nice
From my perspective the tone is deeply moved today.,emotional
In today's discussion the tone is conflict for our team.,fight
In today's discussion. the tone feels uneasy. Your words were sweet and comforting for this release.,"sweet,worried"
In this situation. I am worried about the final result. I am hopeful that this will improve. the tone feels overwhelmed today.,"emotional,hopeful,worried"
In this project the tone is puzzled for this case.,confused
In this project This result brings joy and excitement for this case.,joy
From my perspective the tone is unhappy today.,sad
In this situation I am hopeful that this will improve today.,hopeful
In this project We remain hopeful about recovery for our team.,hopeful
In today's discussion the tone is settled for this case.,calm
From my perspective I am scared this situation may get worse for our team.,fear
During this week. the tone feels blessed. the tone feels cry for this release.,"grateful,sad"
In this project the tone is indebted for our team.,grateful
In this project the tone is affection today.,love
During this week the tone is deeply moved for this case.,emotional
In this project This workload is stressful and draining right now.,stressed
During this week the tone is mad for our team.,anger
In this situation the tone is peaceful for this release.,calm
In this project the tone is emotional for our team.,emotional
In this situation The interaction was nice and respectful for our team.,nice
During this week I felt pure joy after hearing the news right now.,joy
In this project the tone is good for this release.,nice
From my perspective This week feels depressing and heavy for this release.,depressed
In this situation the tone is grateful for this release.,grateful
In this project. This workload is stressful and draining. I feel calm after the clarification right now.,"calm,stressed"
From my perspective. the tone feels numb. The room was tensed before the decision for our team.,"depressed,tensed"
In today's discussion the tone is fed up for this release.,frustrated
In today's discussion the tone is scared for this case.,fear
From my perspective I am tensed and cannot relax today.,tensed
From my perspective This week feels depressing and heavy right now.,depressed
In this project I feel sick and weak today for this release.,sick
From my perspective the tone is attack for our team.,fight
During this week The patient looks sick and tired for this release.,sick
During this week the tone is thank you right now.,polite
In this project We remain hopeful about recovery today.,hopeful
In this situation I feel deeply sad about this loss for this case.,sad
In today's discussion. This makes me angry and I want immediate action. the tone feels stressed for this release.,"anger,stressed"
In this situation the tone is stuck today.,frustrated
In today's discussion the tone is overloaded for this release.,stressed
During this week the tone is thankful for this case.,grateful
During this week The discussion turned into unnecessary drama today.,drama
In today's discussion I feel calm after the clarification today.,calm
In today's discussion. the tone feels strained. I feel depressed and disconnected right now.,"depressed,tensed"
From my perspective The interaction was nice and respectful today.,nice
In today's discussion This update is confusing and incomplete for this release.,confused
In this project. This result brings joy and excitement. This is a painful and sad moment today.,"joy,sad"
From my perspective. There is constant drama around this issue. I feel calm after the clarification. the tone feels unwell right now.,"calm,drama,sick"
In this project. The discussion turned into unnecessary drama. the tone feels tender. This event was emotional and overwhelming for our team.,"drama,emotional,sweet"
From my perspective. the tone feels love. the tone feels tender right now.,"love,sweet"
During this week I became emotional while reading this for this case.,emotional
From my perspective the tone is confused for our team.,confused
In today's discussion the tone is thankful for our team.,grateful
In this situation This event was emotional and overwhelming right now.,emotional
In this situation. the tone feels joy. the tone feels fight right now.,"fight,joy"
In this project I became emotional while reading this for this release.,emotional
From my perspective the tone is unclear for this release.,confused
In this project the tone is sweet for this case.,sweet
From my perspective the tone is threat right now.,fear
During this week This event was emotional and overwhelming for this release.,emotional
In today's discussion the tone is thank you right now.,polite
In today's discussion the tone is exhausted for this release.,stressed
During this week Thank you for the polite response today.,polite
In this situation the tone is hopeless right now.,depressed
In today's discussion The room was tensed before the decision today.,tensed
From my perspective the tone is composed for this case.,calm
In this project I feel sick and weak today for our team.,sick
From my perspective. I am grateful for your support. I am frustrated by repeated blockers right now.,"frustrated,grateful"
From my perspective This is a painful and sad moment today.,sad
During this week the tone is burnout for our team.,stressed
During this week the tone is concerned for this case.,worried
During this week. the tone feels encouraged. The discussion turned into unnecessary drama today.,"drama,hopeful"
From my perspective. the tone feels polite. the tone feels excited for this case.,"joy,polite"
In this situation the tone is uneasy for this release.,worried
In today's discussion the tone is thank you today.,polite
In this project I am furious about the repeated failures and delays right now.,anger
From my perspective We remain hopeful about recovery for this case.,hopeful
In this project the tone is heartbroken for this release.,sad
In this project. This update is confusing and incomplete. the tone feels cry. I am grateful for your support right now.,"confused,grateful,sad"
In this project He remained polite under pressure right now.,polite
During this week This makes me angry and I want immediate action for our team.,anger
In this project There is fear about what could happen next for this release.,fear
In today's discussion We remain hopeful about recovery for this release.,hopeful
In today's discussion. He remained polite under pressure. I feel depressed and disconnected right now.,"depressed,polite"
In this situation the tone is tensed for this case.,tensed
In this situation There is constant drama around this issue for this release.,drama
In this situation Thank you for the polite response for our team.,polite
In this situation I feel deeply sad about this loss for this case.,sad
In this project. the tone feels overwhelmed. the tone feels drama right now.,"drama,emotional"
In today's discussion the tone is sweet for this release.,sweet
During this week You handled this in a very nice way for this case.,nice
From my perspective I am furious about the repeated failures and delays today.,anger
In today's discussion They started a fight over a small issue for our team.,fight
In this situation. the tone feels rage. I am worried about the final result. the tone feels romantic right now.,"anger,love,worried"
In this situation You handled this in a very nice way for this release.,nice
In today's discussion the tone is heartbroken today.,sad
In today's discussion the tone is empty for this case.,depressed
In today's discussion I feel depressed and disconnected today.,depressed
In today's discussion I am tensed and cannot relax for this release.,tensed
In this project You handled this in a very nice way right now.,nice
During this week the tone is outraged for this case.,anger
During this week. I am scared this situation may get worse. the tone feels thankful. I became emotional while reading this today.,"emotional,fear,grateful"
In this project. the tone feels afraid. the tone feels sick for this release.,"fear,sick"
From my perspective. the tone feels deeply moved. The discussion turned into unnecessary drama. I felt pure joy after hearing the news for this release.,"drama,emotional,joy"
In today's discussion. the tone feels joy. The patient looks sick and tired for this case.,"joy,sick"
In this situation She stayed calm during the crisis for this case.,calm
In this project the tone is optimistic for this case.,hopeful
In this project the tone is excited right now.,joy
In this project She stayed calm during the crisis for this release.,calm
In today's discussion the tone is unclear today.,confused
In today's discussion. the tone feels annoyed. the tone feels thank you. the tone feels scene for this case.,"anger,drama,polite"
In this project the tone is stuck for this case.,frustrated
During this week I feel deeply sad about this loss for our team.,sad
From my perspective the tone is overwhelmed for this case.,emotional
From my perspective the tone is mad for this case.,anger
During this week. Thank you for the polite response. The patient looks sick and tired for this case.,"polite,sick"
During this week the tone is hopeless today.,depressed
In this project This week feels depressing and heavy right now.,depressed
In this situation I am scared this situation may get worse for this case.,fear
In today's discussion the tone is gentle for this case.,sweet
In this project This update is confusing and incomplete today.,confused
During this week This is a painful and sad moment for this release.,sad
In this situation I am confused by conflicting instructions right now.,confused
From my perspective This makes me worried and uncertain right now.,worried
In today's discussion This event was emotional and overwhelming for our team.,emotional
In this situation I felt pure joy after hearing the news right now.,joy
In today's discussion the tone is please for this case.,polite
From my perspective the tone is delighted for this case.,joy
In today's discussion. the tone feels happy. He remained polite under pressure for our team.,"joy,polite"
From my perspective the tone is cherish for this release.,love
In this situation the tone is rage right now.,anger
In this project the tone is tense right now.,tensed
In today's discussion the tone is worried for our team.,worried
From my perspective. I am worried about the final result. the tone feels thank you. the tone feels attack today.,"fight,polite,worried"
In this situation the tone is mixed for this release.,confused
In today's discussion The discussion turned into unnecessary drama for this case.,drama
From my perspective. Your words were sweet and comforting. the tone feels sad for this case.,"sad,sweet"
In today's discussion the tone is sweet right now.,sweet
In this situation. There is constant drama around this issue. This makes me worried and uncertain for this case.,"drama,worried"
From my perspective This result brings joy and excitement for our team.,joy
In this situation. Thank you for the polite response. the tone feels irritated. the tone feels unhappy for this release.,"frustrated,polite,sad"
In today's discussion I feel calm after the clarification for this case.,calm
In this project I am hopeful that this will improve for this release.,hopeful
During this week She stayed calm during the crisis today.,calm
During this week. Your words were sweet and comforting. the tone feels worried. the tone feels grateful for this case.,"grateful,sweet,worried"
From my perspective. the tone feels puzzled. Your words were sweet and comforting today.,"confused,sweet"
From my perspective I feel depressed and disconnected for our team.,depressed
From my perspective the tone is sad for our team.,sad
In today's discussion. the tone feels war. I am stressed by constant pressure right now.,"fight,stressed"
During this week. the tone feels joy. The argument escalated into a fight right now.,"fight,joy"
From my perspective The argument escalated into a fight today.,fight
During this week. the tone feels optimistic. I feel deeply sad about this loss for our team.,"hopeful,sad"
During this week. Your words were sweet and comforting. the tone feels please right now.,"polite,sweet"
In today's discussion I am tensed and cannot relax for this case.,tensed
From my perspective. Your words were sweet and comforting. We remain hopeful about recovery today.,"hopeful,sweet"
In this project The discussion turned into unnecessary drama for this case.,drama
In this project I feel calm after the clarification right now.,calm
In this situation Thank you for the polite response for our team.,polite
In this project the tone is tense for this case.,tensed
In today's discussion We remain hopeful about recovery for this case.,hopeful
In today's discussion the tone is exhausted for this release.,stressed
In this situation. the tone feels grateful. I am hopeful that this will improve. the tone feels excited for this case.,"grateful,hopeful,joy"
In today's discussion This workload is stressful and draining for this release.,stressed
In this situation The room was tensed before the decision right now.,tensed
From my perspective This makes me worried and uncertain for this release.,worried
In this situation I love how you supported me today for this release.,love
During this week the tone is numb today.,depressed
From my perspective. There is love and care in this message. This process is frustrating and slow. He remained polite under pressure right now.,"frustrated,love,polite"
In today's discussion This is a painful and sad moment for our team.,sad
In today's discussion. the tone feels overloaded. the tone feels calm today.,"calm,stressed"
From my perspective Thank you for the polite response for this case.,polite
During this week the tone is kindhearted for this case.,sweet
From my perspective The discussion turned into unnecessary drama for this case.,drama
In this situation. the tone feels expecting. I am scared this situation may get worse today.,"fear,hopeful"
In today's discussion I feel deeply sad about this loss for this release.,sad
In this project This event was emotional and overwhelming right now.,emotional
In this project I am confused by conflicting instructions for our team.,confused
In this situation This is a painful and sad moment for this case.,sad
In this situation. This event was emotional and overwhelming. The patient looks sick and tired. This makes me worried and uncertain right now.,"emotional,sick,worried"
During this week the tone is unsafe for our team.,fear
In this project the tone is fever for this release.,sick
In this project There is love and care in this message for our team.,love
In today's discussion. Thank you for the polite response. the tone feels tears. I am confused by conflicting instructions right now.,"confused,emotional,polite"
From my perspective the tone is stiff today.,tensed
In this project This makes me worried and uncertain for this case.,worried
From my perspective the tone is afraid for this release.,fear
In this project The discussion turned into unnecessary drama right now.,drama
From my perspective This is a painful and sad moment for this release.,sad
In this situation I feel sick and weak today for this case.,sick
In this situation I am hopeful that this will improve for this release.,hopeful
From my perspective the tone is indebted for this case.,grateful
From my perspective the tone is tense for our team.,tensed
In today's discussion I am frustrated by repeated blockers right now.,frustrated
During this week the tone is excited for this case.,joy
In this project the tone is sad today.,sad
From my perspective. I am stressed by constant pressure. You handled this in a very nice way. the tone feels strained today.,"nice,stressed,tensed"
In today's discussion the tone is stiff today.,tensed
In today's discussion There is constant drama around this issue for this case.,drama
In this situation. I felt pure joy after hearing the news. the tone feels burnout today.,"joy,stressed"
During this week the tone is cherish for this case.,love
From my perspective. There is love and care in this message. We are thankful and grateful for your help right now.,"grateful,love"
In this situation He remained polite under pressure for this case.,polite
In this project I became emotional while reading this for our team.,emotional
From my perspective. the tone feels sweet. the tone feels hopeless for this release.,"depressed,sweet"
From my perspective the tone is afraid for this case.,fear
In today's discussion. the tone feels ill. the tone feels polite for our team.,"polite,sick"
From my perspective She stayed calm during the crisis for our team.,calm
In this project We remain hopeful about recovery right now.,hopeful
In this project The discussion turned into unnecessary drama right now.,drama
In this project The room was tensed before the decision today.,tensed
From my perspective This update is confusing and incomplete right now.,confused
"In today's discussion It felt gentle, warm, and sweet for our team.",sweet
In this project We are thankful and grateful for your help right now.,grateful
In this situation The interaction was nice and respectful today.,nice
In this project the tone is courteous for our team.,polite
During this week. the tone feels frustrated. The room was tensed before the decision today.,"frustrated,tensed"
In this project You handled this in a very nice way for this release.,nice
In this situation I love how you supported me today for our team.,love
In this situation I feel deeply sad about this loss for this release.,sad
In this situation I am furious about the repeated failures and delays right now.,anger
In this project the tone is attack today.,fight
During this week Thank you for the polite response for this release.,polite
From my perspective This workload is stressful and draining today.,stressed
During this week I feel calm after the clarification for our team.,calm
During this week the tone is joy for this case.,joy
In this situation They started a fight over a small issue today.,fight
From my perspective the tone is nice for our team.,nice
In this project the tone is afraid for this case.,fear
In today's discussion Thank you for the polite response today.,polite
From my perspective This process is frustrating and slow right now.,frustrated
In this project. They started a fight over a small issue. I am worried about the final result. I am stressed by constant pressure for our team.,"fight,stressed,worried"
In this project the tone is settled right now.,calm
In today's discussion I am scared this situation may get worse for our team.,fear
From my perspective We remain hopeful about recovery for our team.,hopeful
From my perspective I am hopeful that this will improve for this release.,hopeful
During this week the tone is thank you for this release.,polite
During this week He remained polite under pressure for this release.,polite
In today's discussion. I feel deeply sad about this loss. the tone feels conflict for our team.,"fight,sad"
In this project the tone is sick for this release.,sick
During this week I am worried about the final result for this release.,worried
In this project the tone is cry for our team.,sad
During this week I am scared this situation may get worse right now.,fear
During this week This event was emotional and overwhelming for this release.,emotional
In this project the tone is chaotic right now.,drama
During this week The interaction was nice and respectful for this case.,nice
In this situation I am furious about the repeated failures and delays for our team.,anger
During this week This makes me angry and I want immediate action for our team.,anger
From my perspective the tone is nausea right now.,sick
During this week This is a painful and sad moment today.,sad
From my perspective the tone is respectful right now.,polite
In this situation. the tone feels strained. the tone feels cherish right now.,"love,tensed"
During this week This result brings joy and excitement for our team.,joy
In this situation There is constant drama around this issue right now.,drama
In this project I feel depressed and disconnected for this release.,depressed
From my perspective I am grateful for your support today.,grateful
In this project. the tone feels thrilled. the tone feels sweet today.,"joy,sweet"
From my perspective. This process is frustrating and slow. the tone feels pleasant. He remained polite under pressure for our team.,"frustrated,nice,polite"
From my perspective the tone is excited for our team.,joy
In today's discussion I am furious about the repeated failures and delays right now.,anger
In this situation She stayed calm during the crisis right now.,calm
During this week. the tone feels tender. I am confused by conflicting instructions. the tone feels clash today.,"confused,fight,sweet"
In this project. the tone feels confused. the tone feels clash for this release.,"confused,fight"
From my perspective the tone is hopeless for this case.,depressed
In this situation. the tone feels delighted. We are thankful and grateful for your help for our team.,"grateful,joy"
During this week the tone is worried for this release.,worried
During this week. I love how you supported me today. the tone feels tense right now.,"love,tensed"
In today's discussion She stayed calm during the crisis for this case.,calm
In this situation The argument escalated into a fight right now.,fight
In today's discussion. the tone feels gentle. the tone feels affection for our team.,"love,sweet"
From my perspective the tone is numb for this case.,depressed
In this project I feel sick and weak today right now.,sick
In today's discussion This week feels depressing and heavy today.,depressed
From my perspective I am frustrated by repeated blockers for our team.,frustrated
During this week the tone is calm for this case.,calm
In today's discussion This week feels depressing and heavy today.,depressed
In today's discussion. the tone feels pleasant. the tone feels scene. the tone feels worried right now.,"drama,nice,worried"
In this situation the tone is indebted for this release.,grateful
In this situation the tone is fight for this release.,fight
In this project. the tone feels fear. the tone feels nice for this case.,"fear,nice"
From my perspective. This result brings joy and excitement. the tone feels thank you right now.,"joy,polite"
In this project the tone is nice for this release.,nice
In this project She stayed calm during the crisis for our team.,calm
During this week. the tone feels uncertain. I am scared this situation may get worse. This workload is stressful and draining for this release.,"fear,stressed,worried"
From my perspective I am stressed by constant pressure for this release.,stressed
During this week the tone is angry for this case.,anger
From my perspective. I feel sick and weak today. the tone feels tender. the tone feels romantic for this case.,"love,sick,sweet"
During this week Thank you for the polite response for this case.,polite
During this week. I feel depressed and disconnected. The room was tensed before the decision for this release.,"depressed,tensed"
In today's discussion. the tone feels pain. the tone feels overwhelmed for this case.,"emotional,sick"
In this situation This makes me angry and I want immediate action right now.,anger
In this project This week feels depressing and heavy right now.,depressed
In this project the tone is clash right now.,fight
From my perspective. the tone feels lost. I feel deeply sad about this loss for this case.,"confused,sad"
From my perspective I felt pure joy after hearing the news for this release.,joy
In this project I am tensed and cannot relax for this case.,tensed
In today's discussion the tone is overwhelmed right now.,emotional
In today's discussion the tone is down for this case.,sad
In this project the tone is scene for this release.,drama
In today's discussion the tone is scared for this case.,fear
In this situation I became emotional while reading this right now.,emotional
In this situation. I am stressed by constant pressure. the tone feels scene. I became emotional while reading this for our team.,"drama,emotional,stressed"
In this situation the tone is exhausted for this release.,stressed
In this situation. the tone feels empty. the tone feels attack. This update is confusing and incomplete right now.,"confused,depressed,fight"
From my perspective. the tone feels affection. the tone feels tensed for this case.,"love,tensed"
In this situation The room was tensed before the decision today.,tensed
During this week the tone is courteous today.,polite
In today's discussion The discussion turned into unnecessary drama right now.,drama
During this week This week feels depressing and heavy right now.,depressed
"In this project It felt gentle, warm, and sweet for our team.",sweet
In this project. the tone feels tender. There is fear about what could happen next today.,"fear,sweet"
During this week The discussion turned into unnecessary drama right now.,drama
During this week the tone is puzzled for this case.,confused
During this week The argument escalated into a fight for this case.,fight
In this project. the tone feels steady. the tone feels attack for this release.,"calm,fight"
From my perspective. This process is frustrating and slow. the tone feels tears. the tone feels excited for this release.,"emotional,frustrated,joy"
In this project I am furious about the repeated failures and delays right now.,anger
From my perspective I am hopeful that this will improve for this case.,hopeful
In today's discussion I am worried about the final result right now.,worried
In this situation I feel calm after the clarification for our team.,calm
During this week I am grateful for your support for this release.,grateful
From my perspective. the tone feels hopeless. the tone feels angry for this case.,"anger,depressed"
From my perspective. I feel depressed and disconnected. the tone feels lost right now.,"confused,depressed"
During this week This is a painful and sad moment for our team.,sad
From my perspective This makes me worried and uncertain right now.,worried
In today's discussion I feel calm after the clarification for our team.,calm
In this project This result brings joy and excitement for this case.,joy
In this project This event was emotional and overwhelming right now.,emotional
In today's discussion the tone is outraged for this release.,anger
In today's discussion. I am grateful for your support. You handled this in a very nice way right now.,"grateful,nice"
In this situation. I am grateful for your support. I became emotional while reading this right now.,"emotional,grateful"
In this situation There is constant drama around this issue right now.,drama
From my perspective. The patient looks sick and tired. The interaction was nice and respectful. The room was tensed before the decision today.,"nice,sick,tensed"
In today's discussion The discussion turned into unnecessary drama for this release.,drama
In this project. the tone feels optimistic. This week feels depressing and heavy for this release.,"depressed,hopeful"
In this project the tone is scene for this case.,drama
In this situation The argument escalated into a fight for this case.,fight
In today's discussion. I am scared this situation may get worse. the tone feels strained right now.,"fear,tensed"
During this week the tone is settled right now.,calm
In today's discussion She stayed calm during the crisis for this case.,calm
From my perspective. the tone feels cherish. We remain hopeful about recovery. He remained polite under pressure right now.,"hopeful,love,polite"
In today's discussion Thank you for the polite response for this release.,polite
In this situation Your words were sweet and comforting right now.,sweet
From my perspective. This event was emotional and overwhelming. I am hopeful that this will improve. I am stressed by constant pressure right now.,"emotional,hopeful,stressed"
From my perspective the tone is romantic for this case.,love
In this situation the tone is stressed for this release.,stressed
In today's discussion the tone is fight right now.,fight
In this project. the tone feels fever. I feel calm after the clarification for this release.,"calm,sick"
From my perspective the tone is optimistic today.,hopeful
In this project. There is constant drama around this issue. This process is frustrating and slow right now.,"drama,frustrated"
In this project This process is frustrating and slow for our team.,frustrated
In today's discussion. This process is frustrating and slow. the tone feels hopeful for this case.,"frustrated,hopeful"
In this project the tone is indebted right now.,grateful
In today's discussion. the tone feels affection. the tone feels pleasant for this case.,"love,nice"
In this project. She stayed calm during the crisis. This is a painful and sad moment. the tone feels intense for this case.,"calm,emotional,sad"
In today's discussion. the tone feels scene. Your words were sweet and comforting today.,"drama,sweet"
In this project This is a painful and sad moment for this case.,sad
From my perspective the tone is rage for this case.,anger
In this situation. Thank you for the polite response. the tone feels mad for this case.,"anger,polite"
During this week There is constant drama around this issue for our team.,drama
In today's discussion the tone is courteous for this case.,polite
"In this situation It felt gentle, warm, and sweet for our team.",sweet
In this project The discussion turned into unnecessary drama for our team.,drama
In today's discussion. the tone feels blocked. This update is confusing and incomplete for this case.,"confused,frustrated"
During this week This is a painful and sad moment for this case.,sad
During this week the tone is ill for our team.,sick
In this project. the tone feels courteous. the tone feels fed up. the tone feels thrilled today.,"frustrated,joy,polite"
During this week. This is a painful and sad moment. the tone feels happy. The patient looks sick and tired for this release.,"joy,sad,sick"
In this situation the tone is grateful for this release.,grateful
In today's discussion the tone is empty for this case.,depressed
During this week. This week feels depressing and heavy. the tone feels encouraged today.,"depressed,hopeful"
In this situation. They started a fight over a small issue. the tone feels romantic. the tone feels polite right now.,"fight,love,polite"
In this situation I feel depressed and disconnected today.,depressed
In this project the tone is worthless for this case.,depressed
In this situation I am furious about the repeated failures and delays today.,anger
In this situation. the tone feels encouraged. This result brings joy and excitement for this case.,"hopeful,joy"
In this project I feel depressed and disconnected for this case.,depressed
In today's discussion She stayed calm during the crisis right now.,calm
